control_id,initiative_id,control_name,required,status,evidence_date
AI-068-C1,AI-068,Use-case inventory,Yes,Gap,2025-09-30
AI-068-C2,AI-068,Data lineage review,Yes,Pass,2025-10-31
AI-068-C3,AI-068,Privacy assessment,Yes,Pass,2025-12-01
AI-068-C4,AI-068,Security review,Yes,Pass,2026-01-01
AI-068-C5,AI-068,Human oversight,Yes,Pass,2026-02-01
AI-068-C6,AI-068,Model monitoring,Yes,Pass,2026-03-04
AI-069-C1,AI-069,Use-case inventory,Yes,Pass,2025-10-04
AI-069-C2,AI-069,Data lineage review,Yes,Gap,2025-11-04
AI-069-C3,AI-069,Privacy assessment,Yes,Pass,2025-12-05
AI-069-C4,AI-069,Security review,Yes,Pass,2026-01-05
AI-069-C5,AI-069,Human oversight,Yes,Gap,2026-02-05
AI-069-C6,AI-069,Model monitoring,Yes,Pass,2026-03-08
AI-070-C1,AI-070,Use-case inventory,Yes,Pass,2025-10-08
AI-070-C2,AI-070,Data lineage review,Yes,Pass,2025-11-08
AI-070-C3,AI-070,Privacy assessment,Yes,Pass,2025-12-09
AI-070-C4,AI-070,Security review,Yes,Pass,2026-01-09
AI-070-C5,AI-070,Human oversight,Yes,Pass,2026-02-09
AI-070-C6,AI-070,Model monitoring,Yes,Gap,2026-03-12
AI-071-C1,AI-071,Use-case inventory,Yes,Pass,2025-10-12
AI-071-C2,AI-071,Data lineage review,Yes,Pass,2025-11-12
AI-071-C3,AI-071,Privacy assessment,Yes,Pass,2025-12-13
AI-071-C4,AI-071,Security review,Yes,Pass,2026-01-13
AI-071-C5,AI-071,Human oversight,Yes,Pass,2026-02-13
AI-071-C6,AI-071,Model monitoring,Yes,Pass,2026-03-16
AI-072-C1,AI-072,Use-case inventory,Yes,Pass,2025-10-16
AI-072-C2,AI-072,Data lineage review,Yes,Pass,2025-11-16
AI-072-C3,AI-072,Privacy assessment,Yes,Pass,2025-12-17
AI-072-C4,AI-072,Security review,Yes,Pass,2026-01-17
AI-072-C5,AI-072,Human oversight,Yes,Pass,2026-02-17
AI-072-C6,AI-072,Model monitoring,Yes,Pass,2026-03-20
AI-073-C1,AI-073,Use-case inventory,Yes,Gap,2025-10-20
AI-073-C2,AI-073,Data lineage review,Yes,Pass,2025-11-20
AI-073-C3,AI-073,Privacy assessment,Yes,Pass,2025-12-21
AI-073-C4,AI-073,Security review,Yes,Gap,2026-01-21
AI-073-C5,AI-073,Human oversight,Yes,Pass,2026-02-21
AI-073-C6,AI-073,Model monitoring,Yes,Pass,2026-03-24
AI-074-C1,AI-074,Use-case inventory,Yes,Pass,2025-10-24
AI-074-C2,AI-074,Data lineage review,Yes,Pass,2025-11-24
AI-074-C3,AI-074,Privacy assessment,Yes,Pass,2025-12-25
AI-074-C4,AI-074,Security review,Yes,Pass,2026-01-25
AI-074-C5,AI-074,Human oversight,Yes,Gap,2026-02-25
AI-074-C6,AI-074,Model monitoring,Yes,Pass,2026-03-28
AI-075-C1,AI-075,Use-case inventory,Yes,Pass,2025-10-28
AI-075-C2,AI-075,Data lineage review,Yes,Pass,2025-11-28
AI-075-C3,AI-075,Privacy assessment,Yes,Pass,2025-12-29
AI-075-C4,AI-075,Security review,Yes,Pass,2026-01-29
AI-075-C5,AI-075,Human oversight,Yes,Pass,2026-03-01
AI-075-C6,AI-075,Model monitoring,Yes,Pass,2026-04-01
AI-076-C1,AI-076,Use-case inventory,Yes,Pass,2025-11-01
AI-076-C2,AI-076,Data lineage review,Yes,Pass,2025-12-02
AI-076-C3,AI-076,Privacy assessment,Yes,Pass,2026-01-02
AI-076-C4,AI-076,Security review,Yes,Pass,2026-02-02
AI-076-C5,AI-076,Human oversight,Yes,Pass,2026-03-05
AI-076-C6,AI-076,Model monitoring,Yes,Pass,2026-04-05
AI-077-C1,AI-077,Use-case inventory,Yes,Pass,2025-11-05
AI-077-C2,AI-077,Data lineage review,Yes,Pass,2025-12-06
AI-077-C3,AI-077,Privacy assessment,Yes,Gap,2026-01-06
AI-077-C4,AI-077,Security review,Yes,Pass,2026-02-06
AI-077-C5,AI-077,Human oversight,Yes,Pass,2026-03-09
AI-077-C6,AI-077,Model monitoring,Yes,Pass,2026-04-09
AI-078-C1,AI-078,Use-case inventory,Yes,Pass,2025-11-09
AI-078-C2,AI-078,Data lineage review,Yes,Pass,2025-12-10
AI-078-C3,AI-078,Privacy assessment,Yes,Pass,2026-01-10
AI-078-C4,AI-078,Security review,Yes,Gap,2026-02-10
AI-078-C5,AI-078,Human oversight,Yes,Pass,2026-03-13
AI-078-C6,AI-078,Model monitoring,Yes,Pass,2026-04-13
AI-079-C1,AI-079,Use-case inventory,Yes,Pass,2025-11-13
AI-079-C2,AI-079,Data lineage review,Yes,Pass,2025-12-14
AI-079-C3,AI-079,Privacy assessment,Yes,Pass,2026-01-14
AI-079-C4,AI-079,Security review,Yes,Pass,2026-02-14
AI-079-C5,AI-079,Human oversight,Yes,Pass,2026-03-17
AI-079-C6,AI-079,Model monitoring,Yes,Pass,2026-04-17
AI-080-C1,AI-080,Use-case inventory,Yes,Pass,2025-11-17
AI-080-C2,AI-080,Data lineage review,Yes,Pass,2025-12-18
AI-080-C3,AI-080,Privacy assessment,Yes,Pass,2026-01-18
AI-080-C4,AI-080,Security review,Yes,Pass,2026-02-18
AI-080-C5,AI-080,Human oversight,Yes,Pass,2026-03-21
AI-080-C6,AI-080,Model monitoring,Yes,Pass,2026-04-21
AI-081-C1,AI-081,Use-case inventory,Yes,Pass,2025-11-21
AI-081-C2,AI-081,Data lineage review,Yes,Gap,2025-12-22
AI-081-C3,AI-081,Privacy assessment,Yes,Pass,2026-01-22
AI-081-C4,AI-081,Security review,Yes,Pass,2026-02-22
AI-081-C5,AI-081,Human oversight,Yes,Pass,2026-03-25
AI-081-C6,AI-081,Model monitoring,Yes,Pass,2026-04-25
AI-082-C1,AI-082,Use-case inventory,Yes,Pass,2025-11-25
AI-082-C2,AI-082,Data lineage review,Yes,Pass,2025-12-26
AI-082-C3,AI-082,Privacy assessment,Yes,Gap,2026-01-26
AI-082-C4,AI-082,Security review,Yes,Pass,2026-02-26
AI-082-C5,AI-082,Human oversight,Yes,Pass,2026-03-29
AI-082-C6,AI-082,Model monitoring,Yes,Gap,2026-04-29
AI-083-C1,AI-083,Use-case inventory,Yes,Pass,2025-11-29
AI-083-C2,AI-083,Data lineage review,Yes,Pass,2025-12-30
AI-083-C3,AI-083,Privacy assessment,Yes,Pass,2026-01-30
AI-083-C4,AI-083,Security review,Yes,Pass,2026-03-02
AI-083-C5,AI-083,Human oversight,Yes,Pass,2026-04-02
AI-083-C6,AI-083,Model monitoring,Yes,Pass,2026-05-03
AI-084-C1,AI-084,Use-case inventory,Yes,Pass,2025-12-03
AI-084-C2,AI-084,Data lineage review,Yes,Pass,2026-01-03
AI-084-C3,AI-084,Privacy assessment,Yes,Pass,2026-02-03
AI-084-C4,AI-084,Security review,Yes,Pass,2026-03-06
AI-084-C5,AI-084,Human oversight,Yes,Pass,2026-04-06
AI-084-C6,AI-084,Model monitoring,Yes,Pass,2026-05-07
AI-085-C1,AI-085,Use-case inventory,Yes,Gap,2025-12-07
AI-085-C2,AI-085,Data lineage review,Yes,Pass,2026-01-07
AI-085-C3,AI-085,Privacy assessment,Yes,Pass,2026-02-07
AI-085-C4,AI-085,Security review,Yes,Pass,2026-03-10
AI-085-C5,AI-085,Human oversight,Yes,Pass,2026-04-10
AI-085-C6,AI-085,Model monitoring,Yes,Pass,2026-05-11
AI-086-C1,AI-086,Use-case inventory,Yes,Pass,2025-12-11
AI-086-C2,AI-086,Data lineage review,Yes,Gap,2026-01-11
AI-086-C3,AI-086,Privacy assessment,Yes,Pass,2026-02-11
AI-086-C4,AI-086,Security review,Yes,Pass,2026-03-14
AI-086-C5,AI-086,Human oversight,Yes,Gap,2026-04-14
AI-086-C6,AI-086,Model monitoring,Yes,Pass,2026-05-15
AI-087-C1,AI-087,Use-case inventory,Yes,Pass,2025-12-15
AI-087-C2,AI-087,Data lineage review,Yes,Pass,2026-01-15
AI-087-C3,AI-087,Privacy assessment,Yes,Pass,2026-02-15
AI-087-C4,AI-087,Security review,Yes,Pass,2026-03-18
AI-087-C5,AI-087,Human oversight,Yes,Pass,2026-04-18
AI-087-C6,AI-087,Model monitoring,Yes,Gap,2026-05-19
AI-088-C1,AI-088,Use-case inventory,Yes,Pass,2025-12-19
AI-088-C2,AI-088,Data lineage review,Yes,Pass,2026-01-19
AI-088-C3,AI-088,Privacy assessment,Yes,Pass,2026-02-19
AI-088-C4,AI-088,Security review,Yes,Pass,2026-03-22
AI-088-C5,AI-088,Human oversight,Yes,Pass,2026-04-22
AI-088-C6,AI-088,Model monitoring,Yes,Pass,2026-05-23
AI-089-C1,AI-089,Use-case inventory,Yes,Pass,2025-12-23
AI-089-C2,AI-089,Data lineage review,Yes,Pass,2026-01-23
AI-089-C3,AI-089,Privacy assessment,Yes,Pass,2026-02-23
AI-089-C4,AI-089,Security review,Yes,Pass,2026-03-26
AI-089-C5,AI-089,Human oversight,Yes,Pass,2026-04-26
AI-089-C6,AI-089,Model monitoring,Yes,Pass,2026-05-27
AI-090-C1,AI-090,Use-case inventory,Yes,Gap,2025-12-27
AI-090-C2,AI-090,Data lineage review,Yes,Pass,2026-01-27
AI-090-C3,AI-090,Privacy assessment,Yes,Pass,2026-02-27
AI-090-C4,AI-090,Security review,Yes,Gap,2026-03-30
AI-090-C5,AI-090,Human oversight,Yes,Pass,2026-04-30
AI-090-C6,AI-090,Model monitoring,Yes,Pass,2026-05-31
AI-091-C1,AI-091,Use-case inventory,Yes,Pass,2025-12-31
AI-091-C2,AI-091,Data lineage review,Yes,Pass,2026-01-31
AI-091-C3,AI-091,Privacy assessment,Yes,Pass,2026-03-03
AI-091-C4,AI-091,Security review,Yes,Pass,2026-04-03
AI-091-C5,AI-091,Human oversight,Yes,Gap,2026-05-04
AI-091-C6,AI-091,Model monitoring,Yes,Pass,2026-06-04
AI-092-C1,AI-092,Use-case inventory,Yes,Pass,2026-01-04
AI-092-C2,AI-092,Data lineage review,Yes,Pass,2026-02-04
AI-092-C3,AI-092,Privacy assessment,Yes,Pass,2026-03-07
AI-092-C4,AI-092,Security review,Yes,Pass,2026-04-07
AI-092-C5,AI-092,Human oversight,Yes,Pass,2026-05-08
AI-092-C6,AI-092,Model monitoring,Yes,Pass,2026-06-08
AI-093-C1,AI-093,Use-case inventory,Yes,Pass,2026-01-08
AI-093-C2,AI-093,Data lineage review,Yes,Pass,2026-02-08
AI-093-C3,AI-093,Privacy assessment,Yes,Pass,2026-03-11
AI-093-C4,AI-093,Security review,Yes,Pass,2026-04-11
AI-093-C5,AI-093,Human oversight,Yes,Pass,2026-05-12
AI-093-C6,AI-093,Model monitoring,Yes,Pass,2026-06-12
AI-094-C1,AI-094,Use-case inventory,Yes,Pass,2026-01-12
AI-094-C2,AI-094,Data lineage review,Yes,Pass,2026-02-12
AI-094-C3,AI-094,Privacy assessment,Yes,Gap,2026-03-15
AI-094-C4,AI-094,Security review,Yes,Pass,2026-04-15
AI-094-C5,AI-094,Human oversight,Yes,Pass,2026-05-16
AI-094-C6,AI-094,Model monitoring,Yes,Pass,2026-06-16
AI-095-C1,AI-095,Use-case inventory,Yes,Pass,2026-01-16
AI-095-C2,AI-095,Data lineage review,Yes,Pass,2026-02-16
AI-095-C3,AI-095,Privacy assessment,Yes,Pass,2026-03-19
AI-095-C4,AI-095,Security review,Yes,Gap,2026-04-19
AI-095-C5,AI-095,Human oversight,Yes,Pass,2026-05-20
AI-095-C6,AI-095,Model monitoring,Yes,Pass,2026-06-20
AI-096-C1,AI-096,Use-case inventory,Yes,Pass,2026-01-20
AI-096-C2,AI-096,Data lineage review,Yes,Pass,2026-02-20
AI-096-C3,AI-096,Privacy assessment,Yes,Pass,2026-03-23
AI-096-C4,AI-096,Security review,Yes,Pass,2026-04-23
AI-096-C5,AI-096,Human oversight,Yes,Pass,2026-05-24
AI-096-C6,AI-096,Model monitoring,Yes,Pass,2026-06-24
AI-097-C1,AI-097,Use-case inventory,Yes,Pass,2026-01-24
AI-097-C2,AI-097,Data lineage review,Yes,Pass,2026-02-24
AI-097-C3,AI-097,Privacy assessment,Yes,Pass,2026-03-27
AI-097-C4,AI-097,Security review,Yes,Pass,2026-04-27
AI-097-C5,AI-097,Human oversight,Yes,Pass,2026-05-28
AI-097-C6,AI-097,Model monitoring,Yes,Pass,2026-06-28
AI-098-C1,AI-098,Use-case inventory,Yes,Pass,2026-01-28
AI-098-C2,AI-098,Data lineage review,Yes,Gap,2026-02-28
AI-098-C3,AI-098,Privacy assessment,Yes,Pass,2026-03-31
AI-098-C4,AI-098,Security review,Yes,Pass,2026-05-01
AI-098-C5,AI-098,Human oversight,Yes,Pass,2026-06-01
AI-098-C6,AI-098,Model monitoring,Yes,Pass,2026-07-02
AI-099-C1,AI-099,Use-case inventory,Yes,Pass,2026-02-01
AI-099-C2,AI-099,Data lineage review,Yes,Pass,2026-03-04
AI-099-C3,AI-099,Privacy assessment,Yes,Gap,2026-04-04
AI-099-C4,AI-099,Security review,Yes,Pass,2026-05-05
AI-099-C5,AI-099,Human oversight,Yes,Pass,2026-06-05
AI-099-C6,AI-099,Model monitoring,Yes,Gap,2026-07-06
AI-100-C1,AI-100,Use-case inventory,Yes,Pass,2026-02-05
AI-100-C2,AI-100,Data lineage review,Yes,Pass,2026-03-08
AI-100-C3,AI-100,Privacy assessment,Yes,Pass,2026-04-08
AI-100-C4,AI-100,Security review,Yes,Pass,2026-05-09
AI-100-C5,AI-100,Human oversight,Yes,Pass,2026-06-09
AI-100-C6,AI-100,Model monitoring,Yes,Pass,2026-07-10
AI-101-C1,AI-101,Use-case inventory,Yes,Pass,2026-02-09
AI-101-C2,AI-101,Data lineage review,Yes,Pass,2026-03-12
AI-101-C3,AI-101,Privacy assessment,Yes,Pass,2026-04-12
AI-101-C4,AI-101,Security review,Yes,Pass,2026-05-13
AI-101-C5,AI-101,Human oversight,Yes,Pass,2026-06-13
AI-101-C6,AI-101,Model monitoring,Yes,Pass,2026-07-14
AI-102-C1,AI-102,Use-case inventory,Yes,Gap,2026-02-13
AI-102-C2,AI-102,Data lineage review,Yes,Pass,2026-03-16
AI-102-C3,AI-102,Privacy assessment,Yes,Pass,2026-04-16
AI-102-C4,AI-102,Security review,Yes,Pass,2026-05-17
AI-102-C5,AI-102,Human oversight,Yes,Pass,2026-06-17
AI-102-C6,AI-102,Model monitoring,Yes,Pass,2025-01-04
AI-103-C1,AI-103,Use-case inventory,Yes,Pass,2026-02-17
AI-103-C2,AI-103,Data lineage review,Yes,Gap,2026-03-20
AI-103-C3,AI-103,Privacy assessment,Yes,Pass,2026-04-20
AI-103-C4,AI-103,Security review,Yes,Pass,2026-05-21
AI-103-C5,AI-103,Human oversight,Yes,Gap,2026-06-21
AI-103-C6,AI-103,Model monitoring,Yes,Pass,2025-01-08
AI-104-C1,AI-104,Use-case inventory,Yes,Pass,2026-02-21
AI-104-C2,AI-104,Data lineage review,Yes,Pass,2026-03-24
AI-104-C3,AI-104,Privacy assessment,Yes,Pass,2026-04-24
AI-104-C4,AI-104,Security review,Yes,Pass,2026-05-25
AI-104-C5,AI-104,Human oversight,Yes,Pass,2026-06-25
AI-104-C6,AI-104,Model monitoring,Yes,Gap,2025-01-12
AI-105-C1,AI-105,Use-case inventory,Yes,Pass,2026-02-25
AI-105-C2,AI-105,Data lineage review,Yes,Pass,2026-03-28
AI-105-C3,AI-105,Privacy assessment,Yes,Pass,2026-04-28
AI-105-C4,AI-105,Security review,Yes,Pass,2026-05-29
AI-105-C5,AI-105,Human oversight,Yes,Pass,2026-06-29
AI-105-C6,AI-105,Model monitoring,Yes,Pass,2025-01-16
AI-106-C1,AI-106,Use-case inventory,Yes,Pass,2026-03-01
AI-106-C2,AI-106,Data lineage review,Yes,Pass,2026-04-01
AI-106-C3,AI-106,Privacy assessment,Yes,Pass,2026-05-02
AI-106-C4,AI-106,Security review,Yes,Pass,2026-06-02
AI-106-C5,AI-106,Human oversight,Yes,Pass,2026-07-03
AI-106-C6,AI-106,Model monitoring,Yes,Pass,2025-01-20
AI-107-C1,AI-107,Use-case inventory,Yes,Gap,2026-03-05
AI-107-C2,AI-107,Data lineage review,Yes,Pass,2026-04-05
AI-107-C3,AI-107,Privacy assessment,Yes,Pass,2026-05-06
AI-107-C4,AI-107,Security review,Yes,Gap,2026-06-06
AI-107-C5,AI-107,Human oversight,Yes,Pass,2026-07-07
AI-107-C6,AI-107,Model monitoring,Yes,Pass,2025-01-24
AI-108-C1,AI-108,Use-case inventory,Yes,Pass,2026-03-09
AI-108-C2,AI-108,Data lineage review,Yes,Pass,2026-04-09
AI-108-C3,AI-108,Privacy assessment,Yes,Pass,2026-05-10
AI-108-C4,AI-108,Security review,Yes,Pass,2026-06-10
AI-108-C5,AI-108,Human oversight,Yes,Gap,2026-07-11
AI-108-C6,AI-108,Model monitoring,Yes,Pass,2025-01-28
AI-109-C1,AI-109,Use-case inventory,Yes,Pass,2026-03-13
AI-109-C2,AI-109,Data lineage review,Yes,Pass,2026-04-13
AI-109-C3,AI-109,Privacy assessment,Yes,Pass,2026-05-14
AI-109-C4,AI-109,Security review,Yes,Pass,2026-06-14
AI-109-C5,AI-109,Human oversight,Yes,Pass,2025-01-01
AI-109-C6,AI-109,Model monitoring,Yes,Pass,2025-02-01
AI-110-C1,AI-110,Use-case inventory,Yes,Pass,2026-03-17
AI-110-C2,AI-110,Data lineage review,Yes,Pass,2026-04-17
AI-110-C3,AI-110,Privacy assessment,Yes,Pass,2026-05-18
AI-110-C4,AI-110,Security review,Yes,Pass,2026-06-18
AI-110-C5,AI-110,Human oversight,Yes,Pass,2025-01-05
AI-110-C6,AI-110,Model monitoring,Yes,Pass,2025-02-05
AI-111-C1,AI-111,Use-case inventory,Yes,Pass,2026-03-21
AI-111-C2,AI-111,Data lineage review,Yes,Pass,2026-04-21
AI-111-C3,AI-111,Privacy assessment,Yes,Gap,2026-05-22
AI-111-C4,AI-111,Security review,Yes,Pass,2026-06-22
AI-111-C5,AI-111,Human oversight,Yes,Pass,2025-01-09
AI-111-C6,AI-111,Model monitoring,Yes,Pass,2025-02-09
AI-112-C1,AI-112,Use-case inventory,Yes,Pass,2026-03-25
AI-112-C2,AI-112,Data lineage review,Yes,Pass,2026-04-25
AI-112-C3,AI-112,Privacy assessment,Yes,Pass,2026-05-26
AI-112-C4,AI-112,Security review,Yes,Gap,2026-06-26
AI-112-C5,AI-112,Human oversight,Yes,Pass,2025-01-13
AI-112-C6,AI-112,Model monitoring,Yes,Pass,2025-02-13
AI-113-C1,AI-113,Use-case inventory,Yes,Pass,2026-03-29
AI-113-C2,AI-113,Data lineage review,Yes,Pass,2026-04-29
AI-113-C3,AI-113,Privacy assessment,Yes,Pass,2026-05-30
AI-113-C4,AI-113,Security review,Yes,Pass,2026-06-30
AI-113-C5,AI-113,Human oversight,Yes,Pass,2025-01-17
AI-113-C6,AI-113,Model monitoring,Yes,Pass,2025-02-17
AI-114-C1,AI-114,Use-case inventory,Yes,Pass,2026-04-02
AI-114-C2,AI-114,Data lineage review,Yes,Pass,2026-05-03
AI-114-C3,AI-114,Privacy assessment,Yes,Pass,2026-06-03
AI-114-C4,AI-114,Security review,Yes,Pass,2026-07-04
AI-114-C5,AI-114,Human oversight,Yes,Pass,2025-01-21
AI-114-C6,AI-114,Model monitoring,Yes,Pass,2025-02-21
AI-115-C1,AI-115,Use-case inventory,Yes,Pass,2026-04-06
AI-115-C2,AI-115,Data lineage review,Yes,Gap,2026-05-07
AI-115-C3,AI-115,Privacy assessment,Yes,Pass,2026-06-07
AI-115-C4,AI-115,Security review,Yes,Pass,2026-07-08
AI-115-C5,AI-115,Human oversight,Yes,Pass,2025-01-25
AI-115-C6,AI-115,Model monitoring,Yes,Pass,2025-02-25
AI-116-C1,AI-116,Use-case inventory,Yes,Pass,2026-04-10
AI-116-C2,AI-116,Data lineage review,Yes,Pass,2026-05-11
AI-116-C3,AI-116,Privacy assessment,Yes,Gap,2026-06-11
AI-116-C4,AI-116,Security review,Yes,Pass,2026-07-12
AI-116-C5,AI-116,Human oversight,Yes,Pass,2025-01-29
AI-116-C6,AI-116,Model monitoring,Yes,Gap,2025-03-01
AI-117-C1,AI-117,Use-case inventory,Yes,Pass,2026-04-14
AI-117-C2,AI-117,Data lineage review,Yes,Pass,2026-05-15
AI-117-C3,AI-117,Privacy assessment,Yes,Pass,2026-06-15
AI-117-C4,AI-117,Security review,Yes,Pass,2025-01-02
AI-117-C5,AI-117,Human oversight,Yes,Pass,2025-02-02
AI-117-C6,AI-117,Model monitoring,Yes,Pass,2025-03-05
AI-118-C1,AI-118,Use-case inventory,Yes,Pass,2026-04-18
AI-118-C2,AI-118,Data lineage review,Yes,Pass,2026-05-19
AI-118-C3,AI-118,Privacy assessment,Yes,Pass,2026-06-19
AI-118-C4,AI-118,Security review,Yes,Pass,2025-01-06
AI-118-C5,AI-118,Human oversight,Yes,Pass,2025-02-06
AI-118-C6,AI-118,Model monitoring,Yes,Pass,2025-03-09
AI-119-C1,AI-119,Use-case inventory,Yes,Gap,2026-04-22
AI-119-C2,AI-119,Data lineage review,Yes,Pass,2026-05-23
AI-119-C3,AI-119,Privacy assessment,Yes,Pass,2026-06-23
AI-119-C4,AI-119,Security review,Yes,Pass,2025-01-10
AI-119-C5,AI-119,Human oversight,Yes,Pass,2025-02-10
AI-119-C6,AI-119,Model monitoring,Yes,Pass,2025-03-13
AI-120-C1,AI-120,Use-case inventory,Yes,Pass,2026-04-26
AI-120-C2,AI-120,Data lineage review,Yes,Gap,2026-05-27
AI-120-C3,AI-120,Privacy assessment,Yes,Pass,2026-06-27
AI-120-C4,AI-120,Security review,Yes,Pass,2025-01-14
AI-120-C5,AI-120,Human oversight,Yes,Gap,2025-02-14
AI-120-C6,AI-120,Model monitoring,Yes,Pass,2025-03-17
AI-121-C1,AI-121,Use-case inventory,Yes,Pass,2026-04-30
AI-121-C2,AI-121,Data lineage review,Yes,Pass,2026-05-31
AI-121-C3,AI-121,Privacy assessment,Yes,Pass,2026-07-01
AI-121-C4,AI-121,Security review,Yes,Pass,2025-01-18
AI-121-C5,AI-121,Human oversight,Yes,Pass,2025-02-18
AI-121-C6,AI-121,Model monitoring,Yes,Gap,2025-03-21
AI-122-C1,AI-122,Use-case inventory,Yes,Pass,2026-05-04
AI-122-C2,AI-122,Data lineage review,Yes,Pass,2026-06-04
AI-122-C3,AI-122,Privacy assessment,Yes,Pass,2026-07-05
AI-122-C4,AI-122,Security review,Yes,Pass,2025-01-22
AI-122-C5,AI-122,Human oversight,Yes,Pass,2025-02-22
AI-122-C6,AI-122,Model monitoring,Yes,Pass,2025-03-25
AI-123-C1,AI-123,Use-case inventory,Yes,Pass,2026-05-08
AI-123-C2,AI-123,Data lineage review,Yes,Pass,2026-06-08
AI-123-C3,AI-123,Privacy assessment,Yes,Pass,2026-07-09
AI-123-C4,AI-123,Security review,Yes,Pass,2025-01-26
AI-123-C5,AI-123,Human oversight,Yes,Pass,2025-02-26
AI-123-C6,AI-123,Model monitoring,Yes,Pass,2025-03-29
AI-124-C1,AI-124,Use-case inventory,Yes,Gap,2026-05-12
AI-124-C2,AI-124,Data lineage review,Yes,Pass,2026-06-12
AI-124-C3,AI-124,Privacy assessment,Yes,Pass,2026-07-13
AI-124-C4,AI-124,Security review,Yes,Gap,2025-01-30
AI-124-C5,AI-124,Human oversight,Yes,Pass,2025-03-02
AI-124-C6,AI-124,Model monitoring,Yes,Pass,2025-04-02
AI-125-C1,AI-125,Use-case inventory,Yes,Pass,2026-05-16
AI-125-C2,AI-125,Data lineage review,Yes,Pass,2026-06-16
AI-125-C3,AI-125,Privacy assessment,Yes,Pass,2025-01-03
AI-125-C4,AI-125,Security review,Yes,Pass,2025-02-03
AI-125-C5,AI-125,Human oversight,Yes,Gap,2025-03-06
AI-125-C6,AI-125,Model monitoring,Yes,Pass,2025-04-06
AI-126-C1,AI-126,Use-case inventory,Yes,Pass,2026-05-20
AI-126-C2,AI-126,Data lineage review,Yes,Pass,2026-06-20
AI-126-C3,AI-126,Privacy assessment,Yes,Pass,2025-01-07
AI-126-C4,AI-126,Security review,Yes,Pass,2025-02-07
AI-126-C5,AI-126,Human oversight,Yes,Pass,2025-03-10
AI-126-C6,AI-126,Model monitoring,Yes,Pass,2025-04-10
AI-127-C1,AI-127,Use-case inventory,Yes,Pass,2026-05-24
AI-127-C2,AI-127,Data lineage review,Yes,Pass,2026-06-24
AI-127-C3,AI-127,Privacy assessment,Yes,Pass,2025-01-11
AI-127-C4,AI-127,Security review,Yes,Pass,2025-02-11
AI-127-C5,AI-127,Human oversight,Yes,Pass,2025-03-14
AI-127-C6,AI-127,Model monitoring,Yes,Pass,2025-04-14
AI-128-C1,AI-128,Use-case inventory,Yes,Pass,2026-05-28
AI-128-C2,AI-128,Data lineage review,Yes,Pass,2026-06-28
AI-128-C3,AI-128,Privacy assessment,Yes,Gap,2025-01-15
AI-128-C4,AI-128,Security review,Yes,Pass,2025-02-15
AI-128-C5,AI-128,Human oversight,Yes,Pass,2025-03-18
AI-128-C6,AI-128,Model monitoring,Yes,Pass,2025-04-18
AI-129-C1,AI-129,Use-case inventory,Yes,Pass,2026-06-01
AI-129-C2,AI-129,Data lineage review,Yes,Pass,2026-07-02
AI-129-C3,AI-129,Privacy assessment,Yes,Pass,2025-01-19
AI-129-C4,AI-129,Security review,Yes,Gap,2025-02-19
AI-129-C5,AI-129,Human oversight,Yes,Pass,2025-03-22
AI-129-C6,AI-129,Model monitoring,Yes,Pass,2025-04-22
AI-130-C1,AI-130,Use-case inventory,Yes,Pass,2026-06-05
AI-130-C2,AI-130,Data lineage review,Yes,Pass,2026-07-06
AI-130-C3,AI-130,Privacy assessment,Yes,Pass,2025-01-23
AI-130-C4,AI-130,Security review,Yes,Pass,2025-02-23
AI-130-C5,AI-130,Human oversight,Yes,Pass,2025-03-26
AI-130-C6,AI-130,Model monitoring,Yes,Pass,2025-04-26
AI-131-C1,AI-131,Use-case inventory,Yes,Pass,2026-06-09
AI-131-C2,AI-131,Data lineage review,Yes,Pass,2026-07-10
AI-131-C3,AI-131,Privacy assessment,Yes,Pass,2025-01-27
AI-131-C4,AI-131,Security review,Yes,Pass,2025-02-27
AI-131-C5,AI-131,Human oversight,Yes,Pass,2025-03-30
AI-131-C6,AI-131,Model monitoring,Yes,Pass,2025-04-30
AI-132-C1,AI-132,Use-case inventory,Yes,Pass,2026-06-13
AI-132-C2,AI-132,Data lineage review,Yes,Gap,2026-07-14
AI-132-C3,AI-132,Privacy assessment,Yes,Pass,2025-01-31
AI-132-C4,AI-132,Security review,Yes,Pass,2025-03-03
AI-132-C5,AI-132,Human oversight,Yes,Pass,2025-04-03
AI-132-C6,AI-132,Model monitoring,Yes,Pass,2025-05-04
AI-133-C1,AI-133,Use-case inventory,Yes,Pass,2026-06-17
AI-133-C2,AI-133,Data lineage review,Yes,Pass,2025-01-04
AI-133-C3,AI-133,Privacy assessment,Yes,Gap,2025-02-04
AI-133-C4,AI-133,Security review,Yes,Pass,2025-03-07
AI-133-C5,AI-133,Human oversight,Yes,Pass,2025-04-07
AI-133-C6,AI-133,Model monitoring,Yes,Gap,2025-05-08
AI-134-C1,AI-134,Use-case inventory,Yes,Pass,2026-06-21
AI-134-C2,AI-134,Data lineage review,Yes,Pass,2025-01-08
AI-134-C3,AI-134,Privacy assessment,Yes,Pass,2025-02-08
AI-134-C4,AI-134,Security review,Yes,Pass,2025-03-11
AI-134-C5,AI-134,Human oversight,Yes,Pass,2025-04-11
AI-134-C6,AI-134,Model monitoring,Yes,Pass,2025-05-12
AI-135-C1,AI-135,Use-case inventory,Yes,Pass,2026-06-25
