record_id,initiative_id,week_start,eligible_users,active_users,workflow_runs,business_unit
AD-0455,AI-126,2025-10-01,945,660,8865,Operations
AD-0456,AI-133,2025-10-08,964,689,8906,Collaboration
AD-0457,AI-140,2025-10-15,983,718,8947,Security
AD-0458,AI-147,2025-10-22,1002,747,8988,Networking
AD-0459,AI-154,2025-10-29,1021,776,9029,Customer Experience
AD-0460,AI-161,2025-11-05,1040,805,9070,Finance
AD-0461,AI-168,2025-11-12,1059,834,9111,Operations
AD-0462,AI-175,2025-11-19,1078,863,9152,Collaboration
AD-0463,AI-002,2025-11-26,1097,892,9193,Security
AD-0464,AI-009,2025-12-03,1116,921,9234,Networking
AD-0465,AI-016,2025-12-10,1135,950,9275,Customer Experience
AD-0466,AI-023,2025-12-17,1154,979,9316,Finance
AD-0467,AI-030,2025-12-24,1173,1008,9357,Operations
AD-0468,AI-037,2025-01-01,1192,1037,9398,Collaboration
AD-0469,AI-044,2025-01-08,1211,1066,9439,Security
AD-0470,AI-051,2025-01-15,1230,1095,9480,Networking
AD-0471,AI-058,2025-01-22,1249,1124,9521,Customer Experience
AD-0472,AI-065,2025-01-29,1268,1153,9562,Finance
AD-0473,AI-072,2025-02-05,1287,1182,9603,Operations
AD-0474,AI-079,2025-02-12,1306,1211,9644,Collaboration
AD-0475,AI-086,2025-02-19,1325,1240,9685,Security
AD-0476,AI-093,2025-02-26,1344,1269,9726,Networking
AD-0477,AI-100,2025-03-05,1363,1298,9767,Customer Experience
AD-0478,AI-107,2025-03-12,1382,1327,9808,Finance
AD-0479,AI-114,2025-03-19,1401,1356,9849,Operations
AD-0480,AI-121,2025-03-26,1420,1385,9890,Collaboration
AD-0481,AI-128,2025-04-02,1439,1414,9931,Security
AD-0482,AI-135,2025-04-09,1458,1443,9972,Networking
AD-0483,AI-142,2025-04-16,1477,1472,10013,Customer Experience
AD-0484,AI-149,2025-04-23,1496,1501,10054,Finance
AD-0485,AI-156,2025-04-30,1515,1530,10095,Operations
AD-0486,AI-163,2025-05-07,1534,1559,10136,Collaboration
AD-0487,AI-170,2025-05-14,1553,1588,10177,Security
AD-0488,AI-177,2025-05-21,1572,1617,218,Networking
AD-0489,AI-004,2025-05-28,1591,1646,259,Customer Experience
AD-0490,AI-011,2025-06-04,1610,1675,300,Finance
AD-0491,AI-018,2025-06-11,1629,1704,341,Operations
AD-0492,AI-025,2025-06-18,1648,1733,382,Collaboration
AD-0493,AI-032,2025-06-25,1667,1762,423,Security
AD-0494,AI-039,2025-07-02,1686,1791,464,Networking
AD-0495,AI-046,2025-07-09,1705,1820,505,Customer Experience
AD-0496,AI-053,2025-07-16,1724,1849,546,Finance
AD-0497,AI-060,2025-07-23,1743,78,587,Operations
AD-0498,AI-067,2025-07-30,1762,107,628,Collaboration
AD-0499,AI-074,2025-08-06,1781,136,669,Security
AD-0500,AI-081,2025-08-13,1800,165,710,Networking
AD-0501,AI-088,2025-08-20,1819,194,751,Customer Experience
AD-0502,AI-095,2025-08-27,1838,223,792,Finance
AD-0503,AI-102,2025-09-03,1857,252,833,Operations
AD-0504,AI-109,2025-09-10,1876,281,874,Collaboration
AD-0505,AI-116,2025-09-17,1895,310,915,Security
AD-0506,AI-123,2025-09-24,1914,339,956,Networking
AD-0507,AI-130,2025-10-01,1933,368,997,Customer Experience
AD-0508,AI-137,2025-10-08,1952,397,1038,Finance
AD-0509,AI-144,2025-10-15,1971,426,1079,Operations
AD-0510,AI-151,2025-10-22,1990,455,1120,Collaboration
AD-0511,AI-158,2025-10-29,2009,484,1161,Security
AD-0512,AI-165,2025-11-05,2028,513,1202,Networking
AD-0513,AI-172,2025-11-12,2047,542,1243,Customer Experience
AD-0514,AI-179,2025-11-19,2066,571,1284,Finance
AD-0515,AI-006,2025-11-26,2085,600,1325,Operations
AD-0516,AI-013,2025-12-03,2104,629,1366,Collaboration
AD-0517,AI-020,2025-12-10,2123,658,1407,Security
AD-0518,AI-027,2025-12-17,2142,687,1448,Networking
AD-0519,AI-034,2025-12-24,2161,716,1489,Customer Experience
AD-0520,AI-041,2025-01-01,2180,745,1530,Finance
AD-0521,AI-048,2025-01-08,2199,774,1571,Operations
AD-0522,AI-055,2025-01-15,2218,803,1612,Collaboration
AD-0523,AI-062,2025-01-22,2237,832,1653,Security
AD-0524,AI-069,2025-01-29,2256,861,1694,Networking
AD-0525,AI-076,2025-02-05,2275,890,1735,Customer Experience
AD-0526,AI-083,2025-02-12,2294,919,1776,Finance
AD-0527,AI-090,2025-02-19,2313,948,1817,Operations
AD-0528,AI-097,2025-02-26,2332,977,1858,Collaboration
AD-0529,AI-104,2025-03-05,2351,1006,1899,Security
AD-0530,AI-111,2025-03-12,2370,1035,1940,Networking
AD-0531,AI-118,2025-03-19,2389,1064,1981,Customer Experience
AD-0532,AI-125,2025-03-26,2408,1093,2022,Finance
AD-0533,AI-132,2025-04-02,2427,1122,2063,Operations
AD-0534,AI-139,2025-04-09,2446,1151,2104,Collaboration
AD-0535,AI-146,2025-04-16,2465,1180,2145,Security
AD-0536,AI-153,2025-04-23,2484,1209,2186,Networking
AD-0537,AI-160,2025-04-30,2503,1238,2227,Customer Experience
AD-0538,AI-167,2025-05-07,2522,1267,2268,Finance
AD-0539,AI-174,2025-05-14,2541,1296,2309,Operations
AD-0540,AI-001,2025-05-21,2560,1325,2350,Collaboration
AD-0541,AI-008,2025-05-28,2579,1354,2391,Security
AD-0542,AI-015,2025-06-04,2598,1383,2432,Networking
AD-0543,AI-022,2025-06-11,2617,1412,2473,Customer Experience
AD-0544,AI-029,2025-06-18,2636,1441,2514,Finance
AD-0545,AI-036,2025-06-25,2655,1470,2555,Operations
AD-0546,AI-043,2025-07-02,2674,1499,2596,Collaboration
AD-0547,AI-050,2025-07-09,2693,1528,2637,Security
AD-0548,AI-057,2025-07-16,112,1557,2678,Networking
AD-0549,AI-064,2025-07-23,131,1586,2719,Customer Experience
AD-0550,AI-071,2025-07-30,150,1615,2760,Finance
AD-0551,AI-078,2025-08-06,169,1644,2801,Operations
AD-0552,AI-085,2025-08-13,188,1673,2842,Collaboration
AD-0553,AI-092,2025-08-20,207,1702,2883,Security
AD-0554,AI-099,2025-08-27,226,1731,2924,Networking
AD-0555,AI-106,2025-09-03,245,1760,2965,Customer Experience
AD-0556,AI-113,2025-09-10,264,1789,3006,Finance
AD-0557,AI-120,2025-09-17,283,1818,3047,Operations
AD-0558,AI-127,2025-09-24,302,1847,3088,Collaboration
AD-0559,AI-134,2025-10-01,321,76,3129,Security
AD-0560,AI-141,2025-10-08,340,105,3170,Networking
AD-0561,AI-148,2025-10-15,359,134,3211,Customer Experience
AD-0562,AI-155,2025-10-22,378,163,3252,Finance
AD-0563,AI-162,2025-10-29,397,192,3293,Operations
AD-0564,AI-169,2025-11-05,416,221,3334,Collaboration
AD-0565,AI-176,2025-11-12,435,250,3375,Security
AD-0566,AI-003,2025-11-19,454,279,3416,Networking
AD-0567,AI-010,2025-11-26,473,308,3457,Customer Experience
AD-0568,AI-017,2025-12-03,492,337,3498,Finance
AD-0569,AI-024,2025-12-10,511,366,3539,Operations
AD-0570,AI-031,2025-12-17,530,395,3580,Collaboration
AD-0571,AI-038,2025-12-24,549,424,3621,Security
AD-0572,AI-045,2025-01-01,568,453,3662,Networking
AD-0573,AI-052,2025-01-08,587,482,3703,Customer Experience
AD-0574,AI-059,2025-01-15,606,511,3744,Finance
AD-0575,AI-066,2025-01-22,625,540,3785,Operations
AD-0576,AI-073,2025-01-29,644,569,3826,Collaboration
AD-0577,AI-080,2025-02-05,663,598,3867,Security
AD-0578,AI-087,2025-02-12,682,627,3908,Networking
AD-0579,AI-094,2025-02-19,701,656,3949,Customer Experience
AD-0580,AI-101,2025-02-26,720,685,3990,Finance
AD-0581,AI-108,2025-03-05,739,714,4031,Operations
AD-0582,AI-115,2025-03-12,758,743,4072,Collaboration
AD-0583,AI-122,2025-03-19,777,772,4113,Security
AD-0584,AI-129,2025-03-26,796,801,4154,Networking
AD-0585,AI-136,2025-04-02,815,830,4195,Customer Experience
AD-0586,AI-143,2025-04-09,834,859,4236,Finance
AD-0587,AI-150,2025-04-16,853,888,4277,Operations
AD-0588,AI-157,2025-04-23,872,917,4318,Collaboration
AD-0589,AI-164,2025-04-30,891,946,4359,Security
AD-0590,AI-171,2025-05-07,910,975,4400,Networking
AD-0591,AI-178,2025-05-14,929,1004,4441,Customer Experience
AD-0592,AI-005,2025-05-21,948,1033,4482,Finance
AD-0593,AI-012,2025-05-28,967,1062,4523,Operations
AD-0594,AI-019,2025-06-04,986,1091,4564,Collaboration
AD-0595,AI-026,2025-06-11,1005,1120,4605,Security
AD-0596,AI-033,2025-06-18,1024,1149,4646,Networking
AD-0597,AI-040,2025-06-25,1043,1178,4687,Customer Experience
AD-0598,AI-047,2025-07-02,1062,1207,4728,Finance
AD-0599,AI-054,2025-07-09,1081,1236,4769,Operations
AD-0600,AI-061,2025-07-16,1100,1265,4810,Collaboration
AD-0601,AI-068,2025-07-23,1119,1294,4851,Security
AD-0602,AI-075,2025-07-30,1138,1323,4892,Networking
AD-0603,AI-082,2025-08-06,1157,1352,4933,Customer Experience
AD-0604,AI-089,2025-08-13,1176,1381,4974,Finance
AD-0605,AI-096,2025-08-20,1195,1410,5015,Operations
AD-0606,AI-103,2025-08-27,1214,1439,5056,Collaboration
AD-0607,AI-110,2025-09-03,1233,1468,5097,Security
AD-0608,AI-117,2025-09-10,1252,1497,5138,Networking
AD-0609,AI-124,2025-09-17,1271,1526,5179,Customer Experience
AD-0610,AI-131,2025-09-24,1290,1555,5220,Finance
AD-0611,AI-138,2025-10-01,1309,1584,5261,Operations
AD-0612,AI-145,2025-10-08,1328,1613,5302,Collaboration
AD-0613,AI-152,2025-10-15,1347,1642,5343,Security
AD-0614,AI-159,2025-10-22,1366,1671,5384,Networking
AD-0615,AI-166,2025-10-29,1385,1700,5425,Customer Experience
AD-0616,AI-173,2025-11-05,1404,1729,5466,Finance
AD-0617,AI-180,2025-11-12,1423,1758,5507,Operations
AD-0618,AI-007,2025-11-19,1442,1787,5548,Collaboration
AD-0619,AI-014,2025-11-26,1461,1816,5589,Security
AD-0620,AI-021,2025-12-03,1480,1845,5630,Networking
AD-0621,AI-028,2025-12-10,1499,74,5671,Customer Experience
AD-0622,AI-035,2025-12-17,1518,103,5712,Finance
AD-0623,AI-042,2025-12-24,1537,132,5753,Operations
AD-0624,AI-049,2025-01-01,1556,161,5794,Collaboration
AD-0625,AI-056,2025-01-08,1575,190,5835,Security
AD-0626,AI-063,2025-01-15,1594,219,5876,Networking
AD-0627,AI-070,2025-01-22,1613,248,5917,Customer Experience
AD-0628,AI-077,2025-01-29,1632,277,5958,Finance
AD-0629,AI-084,2025-02-05,1651,306,5999,Operations
AD-0630,AI-091,2025-02-12,1670,335,6040,Collaboration
AD-0631,AI-098,2025-02-19,1689,364,6081,Security
AD-0632,AI-105,2025-02-26,1708,393,6122,Networking
AD-0633,AI-112,2025-03-05,1727,422,6163,Customer Experience
AD-0634,AI-119,2025-03-12,1746,451,6204,Finance
AD-0635,AI-126,2025-03-19,1765,480,6245,Operations
AD-0636,AI-133,2025-03-26,1784,509,6286,Collaboration
AD-0637,AI-140,2025-04-02,1803,538,6327,Security
AD-0638,AI-147,2025-04-09,1822,567,6368,Networking
AD-0639,AI-154,2025-04-16,1841,596,6409,Customer Experience
AD-0640,AI-161,2025-04-23,1860,625,6450,Finance
AD-0641,AI-168,2025-04-30,1879,654,6491,Operations
AD-0642,AI-175,2025-05-07,1898,683,6532,Collaboration
AD-0643,AI-002,2025-05-14,1917,712,6573,Security
AD-0644,AI-009,2025-05-21,1936,741,6614,Networking
AD-0645,AI-016,2025-05-28,1955,770,6655,Customer Experience
AD-0646,AI-023,2025-06-04,1974,799,6696,Finance
AD-0647,AI-030,2025-06-11,1993,828,6737,Operations
AD-0648,AI-037,2025-06-18,2012,857,6778,Collaboration
AD-0649,AI-044,2025-06-25,2031,886,6819,Security
AD-0650,AI-051,2025-07-02,2050,915,6860,Networking
AD-0651,AI-058,2025-07-09,2069,944,6901,Customer Experience
AD-0652,AI-065,2025-07-16,2088,973,6942,Finance
AD-0653,AI-072,2025-07-23,2107,1002,6983,Operations
AD-0654,AI-079,2025-07-30,2126,1031,7024,Collaboration
AD-0655,AI-086,2025-08-06,2145,1060,7065,Security
AD-0656,AI-093,2025-08-13,2164,1089,7106,Networking
AD-0657,AI-100,2025-08-20,2183,1118,7147,Customer Experience
AD-0658,AI-107,2025-08-27,2202,1147,7188,Finance
AD-0659,AI-114,2025-09-03,2221,1176,7229,Operations
AD-0660,AI-121,2025-09-10,2240,1205,7270,Collaboration
AD-0661,AI-128,2025-09-17,2259,1234,7311,Security
AD-0662,AI-135,2025-09-24,2278,1263,7352,Networking
AD-0663,AI-142,2025-10-01,2297,1292,7393,Customer Experience
AD-0664,AI-149,2025-10-08,2316,1321,7434,Finance
AD-0665,AI-156,2025-10-15,2335,1350,7475,Operations
AD-0666,AI-163,2025-10-22,2354,1379,7516,Collaboration
AD-0667,AI-170,2025-10-29,2373,1408,7557,Security
AD-0668,AI-177,2025-11-05,2392,1437,7598,Networking
AD-0669,AI-004,2025-11-12,2411,1466,7639,Customer Experience
AD-0670,AI-011,2025-11-19,2430,1495,7680,Finance
AD-0671,AI-018,2025-11-26,2449,1524,7721,Operations
AD-0672,AI-025,2025-12-03,2468,1553,7762,Collaboration
AD-0673,AI-032,2025-12-10,2487,1582,7803,Security
AD-0674,AI-039,2025-12-17,2506,1611,7844,Networking
AD-0675,AI-046,2025-12-24,2525,1640,7885,Customer Experience
AD-0676,AI-053,2025-01-01,2544,1669,7926,Finance
AD-0677,AI-060,2025-01-08,2563,1698,7967,Operations
AD-0678,AI-067,2025-01-15,2582,1727,8008,Collaboration
AD-0679,AI-074,2025-01-22,2601,1756,8049,Security
AD-0680,AI-081,2025-01-29,2620,1785,8090,Networking
AD-0681,AI-088,2025-02-05,2639,1814,8131,Customer Experience
AD-0682,AI-095,2025-02-12,2658,1843,8172,Finance
AD-0683,AI-102,2025-02-19,2677,72,8213,Operations
AD-0684,AI-109,2025-02-26,2696,101,8254,Collaboration
AD-0685,AI-116,2025-03-05,115,130,8295,Security
AD-0686,AI-123,2025-03-12,134,159,8336,Networking
AD-0687,AI-130,2025-03-19,153,188,8377,Customer Experience
AD-0688,AI-137,2025-03-26,172,217,8418,Finance
AD-0689,AI-144,2025-04-02,191,246,8459,Operations
AD-0690,AI-151,2025-04-09,210,275,8500,Collaboration
AD-0691,AI-158,2025-04-16,229,304,8541,Security
AD-0692,AI-165,2025-04-23,248,333,8582,Networking
AD-0693,AI-172,2025-04-30,267,362,8623,Customer Experience
AD-0694,AI-179,2025-05-07,286,391,8664,Finance
AD-0695,AI-006,2025-05-14,305,420,8705,Operations
AD-0696,AI-013,2025-05-21,324,449,8746,Collaboration
AD-0697,AI-020,2025-05-28,343,478,8787,Security
AD-0698,AI-027,2025-06-04,362,507,8828,Networking
AD-0699,AI-034,2025-06-11,381,536,8869,Customer Experience
AD-0700,AI-041,2025-06-18,400,565,8910,Finance
AD-0701,AI-048,2025-06-25,419,594,8951,Operations
AD-0702,AI-055,2025-07-02,438,623,8992,Collaboration
AD-0703,AI-062,2025-07-09,457,652,9033,Security
AD-0704,AI-069,2025-07-16,476,681,9074,Networking
AD-0705,AI-076,2025-07-23,495,710,9115,Customer Experience
AD-0706,AI-083,2025-07-30,514,739,9156,Finance
AD-0707,AI-090,2025-08-06,533,768,9197,Operations
AD-0708,AI-097,2025-08-13,552,797,9238,Collaboration
AD-0709,AI-104,2025-08-20,571,826,9279,Security
AD-0710,AI-111,2025-08-27,590,855,9320,Networking
AD-0711,AI-118,2025-09-03,609,884,9361,Customer Experience
AD-0712,AI-125,2025-09-10,628,913,9402,Finance
AD-0713,AI-132,2025-09-17,647,942,9443,Operations
AD-0714,AI-139,2025-09-24,666,971,9484,Collaboration
AD-0715,AI-146,2025-10-01,685,1000,9525,Security
AD-0716,AI-153,2025-10-08,704,1029,9566,Networking
AD-0717,AI-160,2025-10-15,723,1058,9607,Customer Experience
AD-0718,AI-167,2025-10-22,742,1087,9648,Finance
AD-0719,AI-174,2025-10-29,761,1116,9689,Operations
AD-0720,AI-001,2025-11-05,780,1145,9730,Collaboration
